channel,airtime,title,genre,subgenre,runtime,description,thumbnail,age_rating,cast
EBS2[95],00:00:00,지식채널e,보도,보도,5,지식채널e,https://image.tmdb.org/t/p/w500/u4VPAg4GrSS5cGRbyTNkNUfqzPt.jpg,전체 이용가,정보 없음
EBS2[95],00:05:00,지식채널e,예능,교양,5,"지식채널e는 한국교육방송공사(EBS)에서 방송하는 30분 정도 길이의 단편 시사·교양 프로그램이다. 방송명의 e는 education people science 등 여러 주제어를 함축하고 있으며, 각 에피소드의 처음에는 '지식채널e'라는 프로그램명과 연이어 이 주제어 중 하나가 보이게 된다.",https://image.tmdb.org/t/p/w500/u4VPAg4GrSS5cGRbyTNkNUfqzPt.jpg,전체 이용가,정보 없음
EBS2[95],00:10:00,EBS스페이스 공감,예능,음악예능,350,다양한 음악 장르를 대표하는 뮤지션들의 라이브 공연을 선보이는 EBS의 음악 프로그램입니다.,https://upload.wikimedia.org/wikipedia/ko/thumb/7/7c/EBS_%EC%8A%A4%ED%8E%98%EC%9D%B4%EC%8A%A4_%EA%B3%B5%EA%B0%90.png/220px-EBS_%EC%8A%A4%ED%8E%98%EC%9D%B4%EC%8A%A4_%EA%B3%B5%EA%B0%90.png,전체 이용가,정보 없음
EBS2[95],06:00:00,매일 10분 영어 이현석의 정면돌파 스피킹,예능,교육예능,10,영어 학습 강사 이현석과 함께하는 10분 영어 학습 프로그램. 실생활에서 바로 사용할 수 있는 영어 표현과 스피킹 연습을 제공합니다.,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250227_9%2F1740632441642yY8mP_JPEG%2F57_659123_poster_image_1740632441634.jpg,전체 이용가,이현석
EBS2[95],06:10:00,매일 10분 영어 세리나의 누구나 톡톡,예능,교육예능,10,"영어 학습을 위한 10분 분량의 짧은 강의 프로그램입니다. 세리나가 진행하며, 누구나 쉽고 재미있게 영어를 배울 수 있도록 구성되었습니다.",https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250227_9%2F1740632441642yY8mP_JPEG%2F57_659123_poster_image_1740632441634.jpg,전체 이용가,세리나
EBS2[95],06:20:00,EBSe생활영어,교육,외국어,30,EBSe 생활영어는 실생활에서 유용하게 사용될 수 있는 영어 표현과 문법을 쉽고 재미있게 학습할 수 있도록 구성된 프로그램입니다.,정보 없음,전체 이용가,정보 없음
EBS2[95],06:50:00,영어 스토리 타임,예능,교육예능,10,영어 스토리 타임은 영어 학습을 위한 흥미로운 이야기를 담은 프로그램입니다.,정보 없음,전체 이용가,정보 없음
EBS2[95],07:00:00,왕초보 영어,교육,외국어 학습,30,"영어 왕초보들을 위한 기초 영어 학습 프로그램으로, 발음, 문법, 어휘 등을 쉽고 재미있게 배울 수 있도록 구성되었습니다.",정보 없음,전체 이용가,정보 없음
EBS2[95],07:30:00,왕초보 영어,예능,교육예능,30,왕초보들을 위한 영어 학습 예능 프로그램. 영어 기초 지식부터 실생활 회화까지 쉽고 재미있게 배울 수 있도록 구성되어 있습니다.,정보 없음,전체 이용가,정보 없음
EBS2[95],08:00:00,매일 10분 영어 크리스틴 조의 슬기로운 출근영어 [Day 29. 저는 많은 동아리와 학교 활동에..,교육,영어 회화,10,크리스틴 조와 함께하는 10분 영어 학습 시간! 슬기로운 출근을 위한 영어 표현을 배우는 Day 29 에피소드. 다양한 학교 활동과 동아리 관련 영어 표현을 익혀보세요.,정보 없음,전체 이용가,크리스틴 조
EBS2[95],08:10:00,매일 10분 영어 메이슨의 패턴 잉글리시,교육,외국어 학습,10,"영어 학습의 기초를 다지는 프로그램으로, 메이슨 선생님과 함께 영어 패턴을 쉽고 재미있게 학습합니다. 매일 10분 투자로 영어 실력을 향상시킬 수 있습니다.",정보 없음,전체 이용가,메이슨
EBS2[95],08:20:00,매일 10분 영어 이근철의 하루 딱 한문장try again,교육,영어 학습,10,"이근철 선생님과 함께 매일 10분, 영어 문장 하나를 확실하게 익히는 프로그램입니다. 반복 학습과 실용적인 예시를 통해 영어 실력을 향상시킬 수 있습니다.",정보 없음,전체 이용가,이근철
EBS2[95],08:30:00,Sesame Street,애니,유아,30,"세서미 스트리트는 아이들을 위한 교육적인 프로그램으로, 다양한 캐릭터와 함께 숫자, 문자, 색깔 등을 배우고 사회성을 기를 수 있도록 돕습니다.",https://image.tmdb.org/t/p/w500/9HIXFP71LLLfklluhy9iQenVWXH.jpg,전체 이용가,"맷 보겔, 라이언 딜런, Chance the Rapper"
EBS2[95],09:00:00,똑똑 문해력 박사 어휘 편,예능,교육,10,"문해력 향상을 위한 어휘 학습 프로그램입니다. 다양한 게임과 퀴즈를 통해 어휘력을 키우고, 문해력 박사로 거듭나는 과정을 담았습니다.",정보 없음,전체 이용가,정보 없음
EBS2[95],09:10:00,똑똑 문해력 박사 속담과 관용어 편,예능,교육,10,속담과 관용어를 배우는 어린이 교육 프로그램입니다. 다양한 예시와 재미있는 설명을 통해 문해력을 향상시킬 수 있습니다.,정보 없음,전체 이용가,정보 없음
EBS2[95],09:20:00,똑똑 문해력 박사 이야기 편,예능,교육,10,문해력 향상을 위한 유익하고 재미있는 이야기들을 다룬 프로그램입니다.,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250306_206%2F1741248085545W9A3p_JPEG%2F44105bfdb31e5db2889bcc2375cd627e.jpg,전체 이용가,정보 없음
EBS2[95],09:30:00,안전초코 핫초코,애니,어린이,15,"""어디에도 이런 핫초코 가게는 없었다! 인간의 안전을 지키라는 특명을 받은 곰인형 “곰철수”! 핫초코 가게 주인이 되어 각종 안전사고를 막게 되는데... 과연 곰돌이 콤비 “곰철수”와 “곰초이”는 무사히 임무를 수행할 것인가?! 곰돌이들이 궁금해? 그럼 안전초코 핫초코로 모여라! """,https://image.tmdb.org/t/p/w500/A266zeXAowBB8gCOQrlPy6PZ0El.jpg,전체 이용가,정보 없음
EBS2[95],09:45:00,안전초코 핫초코,애니,키즈,15,"""어디에도 이런 핫초코 가게는 없었다! 인간의 안전을 지키라는 특명을 받은 곰인형 “곰철수”! 핫초코 가게 주인이 되어 각종 안전사고를 막게 되는데... 과연 곰돌이 콤비 “곰철수”와 “곰초이”는 무사히 임무를 수행할 것인가?! 곰돌이들이 궁금해? 그럼 안전초코 핫초코로 모여라! """,https://image.tmdb.org/t/p/w500/A266zeXAowBB8gCOQrlPy6PZ0El.jpg,전체 이용가,정보 없음
EBS2[95],10:00:00,엄마 까투리,애니,키즈,15,"조건 없는 엄마의 사랑, 그것을 통한 새로운 희망 엄마까투리와 9마리의 꿩병아리 가족은 따뜻한 봄날의 단란한 일상을 보낸다. 그러나 가족의 행복은 오래가지 않는다. 산불이 일어나 아름다운 숲은 아비규환이 되고 숲의 동물들은 도망치기 위해 애를 쓰지만 주위는 온통 붉은 화마뿐이다. 꿩가족 역시 모두 죽을 수밖에 없는 상황에서 엄마까투리의 희생은 9마리의 꿩병아리들을 모두 구해내지만...",https://image.tmdb.org/t/p/w500/3SLw68D202ju3ZnoZBVHRzG7Dmm.jpg,전체 이용가,"이소은, 한신정, 김현심, 홍범기"
EBS2[95],10:15:00,엄마 까투리,애니,키즈,15,"조건 없는 엄마의 사랑, 그것을 통한 새로운 희망 엄마까투리와 9마리의 꿩병아리 가족은 따뜻한 봄날의 단란한 일상을 보낸다. 그러나 가족의 행복은 오래가지 않는다. 산불이 일어나 아름다운 숲은 아비규환이 되고 숲의 동물들은 도망치기 위해 애를 쓰지만 주위는 온통 붉은 화마뿐이다. 꿩가족 역시 모두 죽을 수밖에 없는 상황에서 엄마까투리의 희생은 9마리의 꿩병아리들을 모두 구해내지만...",https://image.tmdb.org/t/p/w500/3SLw68D202ju3ZnoZBVHRzG7Dmm.jpg,전체 이용가,"이소은, 한신정, 김현심, 홍범기"
EBS2[95],10:30:00,최강경찰 미니특공대,애니,키즈,15,"블루시티의 특수 경찰이 된 미니특공대. 도시를 혼란에 빠트리는 악테온과 버그단에 맞서는 미니특공대의 모험을 통해, 용기와 자신감, 문제 해결을 위해 필요한 지혜와 협동심을 배울 수있는 애니메이션",https://image.tmdb.org/t/p/w500/dkwZPqhS2yjb9jyFk4iwLAqBsz4.jpg,7,"양정화, 엄상현, 전태열, 신용우, 이소영"
EBS2[95],10:45:00,고고다이노 해양구조대,애니,키즈,15,이번엔 해양구조대다! 새로운 세계관을 담은 고고다이노 해양구조대,https://image.tmdb.org/t/p/w500/jIkrzk3W82WJ8wWiTZ9Zfaomwux.jpg,전체 이용가,정보 없음
EBS2[95],11:00:00,그리스 로마 신화 올림포스의 별,애니,신화,15,그리스 로마 신화 - 올림포스의 별,https://image.tmdb.org/t/p/w500/7HkCAiVuj2K2Gy01LNS1uyeHY02.jpg,전체 이용가,"전민준, 송나영, 이준일, 박지은, 정민희"
EBS2[95],11:15:00,그리스 로마 신화 올림포스의 별,애니,신화,15,그리스 로마 신화 - 올림포스의 별,https://image.tmdb.org/t/p/w500/7HkCAiVuj2K2Gy01LNS1uyeHY02.jpg,전체 이용가,"전 민준, 송 나영, 이 준일, 박 지은, 정 민희"
EBS2[95],11:30:00,지구 영웅 번개맨,애니,어린이,15,악당에 맞서 지구를 지키는 번개맨의 활약을 그린 어린이 히어로물,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250507_248%2F1746599335209EcRzV_JPEG%2Fefb305fc2c47d9b9fe309fe78eaae1dd.jpg,전체 이용가,정보 없음
EBS2[95],11:45:00,최강공룡 미니특공대,애니,키즈,15,악당 카르노에 의해 지구에 불시착한 다이노이드 전사들! 미니특공대와 함께 카르노 군단의 위협으로부터 그레이트 코인과 다이노이드 코인을 지켜라!,https://image.tmdb.org/t/p/w500/jMnjuKFyCG6F2JP2e46bDcZHgGa.jpg,전체 이용가,"퍼플, 레드, 오렌지, 옐로우, 그린"
EBS2[95],12:00:00,도전 나도 과학자,교육,과학,25,새로운 과학의 원리를 쉽고 즐겁게 배워보자! 놀라운 실험들이 여러분을 기다립니다!,https://image.tmdb.org/t/p/w500/jfrm52vsZSqcBAeGumlzfVLjHAG.jpg,전체 이용가,"퍼플, 레드, 오렌지, 옐로우, 그린"
EBS2[95],12:25:00,지식채널e둥지와 아파트,보도,보도,5,지식채널e둥지와 아파트,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250404_178%2F1743753042843DnHi9_JPEG%2F57_36616865_poster_image_1743753042827.jpg,전체 이용가,"퍼플, 레드, 오렌지, 옐로우, 그린"
